chr	tag	start	end	strand	ID
chr10	CDS	21137682	21137721	-	LOC_Os10g39550.1:cds_3
chr10	CDS	21136887	21137073	-	LOC_Os10g39550.1:cds_4
chr10	CDS	21134591	21134834	-	LOC_Os10g39550.1:cds_5
chr10	CDS	21133757	21134071	-	LOC_Os10g39550.1:cds_6
chr10	gene	21143691	21146902	-	LOC_Os10g39560
chr10	mRNA	21143691	21146902	-	LOC_Os10g39560.1
chr10	exon	21146584	21146902	-	LOC_Os10g39560.1:exon_1
chr10	exon	21146341	21146448	-	LOC_Os10g39560.1:exon_2
chr10	exon	21145767	21145862	-	LOC_Os10g39560.1:exon_3
chr10	exon	21145522	21145614	-	LOC_Os10g39560.1:exon_4
chr10	exon	21145334	21145422	-	LOC_Os10g39560.1:exon_5
chr10	exon	21144925	21145203	-	LOC_Os10g39560.1:exon_6
chr10	exon	21144751	21144797	-	LOC_Os10g39560.1:exon_7
chr10	exon	21144479	21144574	-	LOC_Os10g39560.1:exon_8
chr10	exon	21144151	21144256	-	LOC_Os10g39560.1:exon_9
chr10	exon	21143691	21143840	-	LOC_Os10g39560.1:exon_10
chr10	CDS	21146584	21146902	-	LOC_Os10g39560.1:cds_1
chr10	CDS	21146341	21146448	-	LOC_Os10g39560.1:cds_2
chr10	CDS	21145767	21145862	-	LOC_Os10g39560.1:cds_3
chr10	CDS	21145522	21145614	-	LOC_Os10g39560.1:cds_4
chr10	CDS	21145334	21145422	-	LOC_Os10g39560.1:cds_5
chr10	CDS	21144925	21145203	-	LOC_Os10g39560.1:cds_6
chr10	CDS	21144751	21144797	-	LOC_Os10g39560.1:cds_7
chr10	CDS	21144479	21144574	-	LOC_Os10g39560.1:cds_8
chr10	CDS	21144151	21144256	-	LOC_Os10g39560.1:cds_9
chr10	CDS	21143691	21143840	-	LOC_Os10g39560.1:cds_10
chr10	gene	21154212	21156184	+	LOC_Os10g39570
chr10	mRNA	21154212	21156184	+	LOC_Os10g39570.1
chr10	exon	21154212	21154675	+	LOC_Os10g39570.1:exon_1
chr10	exon	21155208	21155509	+	LOC_Os10g39570.1:exon_2
chr10	exon	21155583	21156184	+	LOC_Os10g39570.1:exon_3
chr10	CDS	21154212	21154675	+	LOC_Os10g39570.1:cds_1
chr10	CDS	21155208	21155509	+	LOC_Os10g39570.1:cds_2
chr10	CDS	21155583	21156184	+	LOC_Os10g39570.1:cds_3
chr10	gene	21162841	21163086	+	LOC_Os10g39590
chr10	mRNA	21162841	21163086	+	LOC_Os10g39590.1
chr10	exon	21162841	21163086	+	LOC_Os10g39590.1:exon_1
chr10	CDS	21162841	21163086	+	LOC_Os10g39590.1:cds_1
chr10	gene	21165265	21166634	+	LOC_Os10g39600
chr10	mRNA	21165265	21166634	+	LOC_Os10g39600.1
chr10	exon	21165265	21165591	+	LOC_Os10g39600.1:exon_1
chr10	exon	21165705	21166634	+	LOC_Os10g39600.1:exon_2
chr10	CDS	21165265	21165591	+	LOC_Os10g39600.1:cds_1
chr10	CDS	21165705	21166634	+	LOC_Os10g39600.1:cds_2
chr10	gene	21168487	21169232	+	LOC_Os10g39610
chr10	mRNA	21168491	21169232	+	LOC_Os10g39610.1
chr10	exon	21168491	21168602	+	LOC_Os10g39610.1:exon_1
chr10	exon	21168664	21169232	+	LOC_Os10g39610.1:exon_2
chr10	five_prime_UTR	21168491	21168543	+	LOC_Os10g39610.1:utr_1
chr10	CDS	21168544	21168602	+	LOC_Os10g39610.1:cds_1
chr10	CDS	21168664	21169009	+	LOC_Os10g39610.1:cds_2
chr10	three_prime_UTR	21169010	21169232	+	LOC_Os10g39610.1:utr_2
chr10	mRNA	21168487	21169232	+	LOC_Os10g39610.2
chr10	exon	21168487	21168602	+	LOC_Os10g39610.2:exon_1
chr10	exon	21168689	21169232	+	LOC_Os10g39610.2:exon_2
chr10	five_prime_UTR	21168487	21168543	+	LOC_Os10g39610.2:utr_1
chr10	CDS	21168544	21168602	+	LOC_Os10g39610.2:cds_1
chr10	CDS	21168689	21168893	+	LOC_Os10g39610.2:cds_2
chr10	three_prime_UTR	21168894	21169232	+	LOC_Os10g39610.2:utr_2
chr10	gene	21169334	21174587	-	LOC_Os10g39620
chr10	mRNA	21169334	21174587	-	LOC_Os10g39620.1
chr10	exon	21174154	21174587	-	LOC_Os10g39620.1:exon_1
chr10	exon	21171915	21172643	-	LOC_Os10g39620.1:exon_2
chr10	exon	21171548	21171837	-	LOC_Os10g39620.1:exon_3
chr10	exon	21171344	21171457	-	LOC_Os10g39620.1:exon_4
chr10	exon	21171213	21171271	-	LOC_Os10g39620.1:exon_5
chr10	exon	21171080	21171108	-	LOC_Os10g39620.1:exon_6
chr10	exon	21170196	21170288	-	LOC_Os10g39620.1:exon_7
chr10	exon	21170042	21170121	-	LOC_Os10g39620.1:exon_8
chr10	exon	21169334	21169958	-	LOC_Os10g39620.1:exon_9
chr10	five_prime_UTR	21174419	21174587	-	LOC_Os10g39620.1:utr_2
chr10	CDS	21174154	21174418	-	LOC_Os10g39620.1:cds_1
chr10	CDS	21171915	21172643	-	LOC_Os10g39620.1:cds_2
chr10	CDS	21171548	21171837	-	LOC_Os10g39620.1:cds_3
chr10	CDS	21171344	21171457	-	LOC_Os10g39620.1:cds_4
chr10	CDS	21171213	21171271	-	LOC_Os10g39620.1:cds_5
chr10	CDS	21171080	21171108	-	LOC_Os10g39620.1:cds_6
chr10	CDS	21170196	21170288	-	LOC_Os10g39620.1:cds_7
chr10	CDS	21170042	21170121	-	LOC_Os10g39620.1:cds_8
chr10	CDS	21169638	21169958	-	LOC_Os10g39620.1:cds_9
chr10	three_prime_UTR	21169334	21169637	-	LOC_Os10g39620.1:utr_1
chr10	mRNA	21169334	21174587	-	LOC_Os10g39620.2
chr10	exon	21174154	21174587	-	LOC_Os10g39620.2:exon_1
chr10	exon	21171915	21172643	-	LOC_Os10g39620.2:exon_2
chr10	exon	21171548	21171837	-	LOC_Os10g39620.2:exon_3
chr10	exon	21171344	21171457	-	LOC_Os10g39620.2:exon_4
chr10	exon	21171213	21171271	-	LOC_Os10g39620.2:exon_5
chr10	exon	21171080	21171108	-	LOC_Os10g39620.2:exon_6
chr10	exon	21170196	21170288	-	LOC_Os10g39620.2:exon_7
chr10	exon	21169334	21170121	-	LOC_Os10g39620.2:exon_8
chr10	five_prime_UTR	21174419	21174587	-	LOC_Os10g39620.2:utr_2
chr10	CDS	21174154	21174418	-	LOC_Os10g39620.2:cds_1
chr10	CDS	21171915	21172643	-	LOC_Os10g39620.2:cds_2
chr10	CDS	21171548	21171837	-	LOC_Os10g39620.2:cds_3
chr10	CDS	21171344	21171457	-	LOC_Os10g39620.2:cds_4
chr10	CDS	21171213	21171271	-	LOC_Os10g39620.2:cds_5
chr10	CDS	21171080	21171108	-	LOC_Os10g39620.2:cds_6
chr10	CDS	21170196	21170288	-	LOC_Os10g39620.2:cds_7
chr10	CDS	21169973	21170121	-	LOC_Os10g39620.2:cds_8
chr10	three_prime_UTR	21169334	21169972	-	LOC_Os10g39620.2:utr_1
chr10	mRNA	21169334	21174587	-	LOC_Os10g39620.3
chr10	exon	21174154	21174587	-	LOC_Os10g39620.3:exon_1
chr10	exon	21171915	21172643	-	LOC_Os10g39620.3:exon_2
chr10	exon	21171548	21171837	-	LOC_Os10g39620.3:exon_3
chr10	exon	21171344	21171457	-	LOC_Os10g39620.3:exon_4
chr10	exon	21171080	21171271	-	LOC_Os10g39620.3:exon_5
chr10	exon	21170196	21170288	-	LOC_Os10g39620.3:exon_6
chr10	exon	21169334	21170121	-	LOC_Os10g39620.3:exon_7
chr10	five_prime_UTR	21174419	21174587	-	LOC_Os10g39620.3:utr_4
chr10	CDS	21174154	21174418	-	LOC_Os10g39620.3:cds_1
chr10	CDS	21171915	21172643	-	LOC_Os10g39620.3:cds_2
chr10	CDS	21171548	21171837	-	LOC_Os10g39620.3:cds_3
chr10	CDS	21171344	21171457	-	LOC_Os10g39620.3:cds_4
chr10	CDS	21171209	21171271	-	LOC_Os10g39620.3:cds_5
chr10	three_prime_UTR	21171080	21171208	-	LOC_Os10g39620.3:utr_3
chr10	three_prime_UTR	21170196	21170288	-	LOC_Os10g39620.3:utr_2
chr10	three_prime_UTR	21169334	21170121	-	LOC_Os10g39620.3:utr_1
chr10	mRNA	21169334	21174587	-	LOC_Os10g39620.4
chr10	exon	21174154	21174587	-	LOC_Os10g39620.4:exon_1
chr10	exon	21171915	21172643	-	LOC_Os10g39620.4:exon_2
chr10	exon	21171548	21171837	-	LOC_Os10g39620.4:exon_3
chr10	exon	21171213	21171457	-	LOC_Os10g39620.4:exon_4
chr10	exon	21171080	21171108	-	LOC_Os10g39620.4:exon_5
chr10	exon	21170196	21170288	-	LOC_Os10g39620.4:exon_6
chr10	exon	21169334	21170121	-	LOC_Os10g39620.4:exon_7
chr10	five_prime_UTR	21174419	21174587	-	LOC_Os10g39620.4:utr_5
chr10	CDS	21174154	21174418	-	LOC_Os10g39620.4:cds_1
chr10	CDS	21171915	21172643	-	LOC_Os10g39620.4:cds_2
chr10	CDS	21171548	21171837	-	LOC_Os10g39620.4:cds_3
chr10	CDS	21171311	21171457	-	LOC_Os10g39620.4:cds_4
chr10	three_prime_UTR	21171213	21171310	-	LOC_Os10g39620.4:utr_4
chr10	three_prime_UTR	21171080	21171108	-	LOC_Os10g39620.4:utr_3
chr10	three_prime_UTR	21170196	21170288	-	LOC_Os10g39620.4:utr_2
chr10	three_prime_UTR	21169334	21170121	-	LOC_Os10g39620.4:utr_1
chr10	mRNA	21169334	21174587	-	LOC_Os10g39620.5
chr10	exon	21174154	21174587	-	LOC_Os10g39620.5:exon_1
chr10	exon	21171915	21172643	-	LOC_Os10g39620.5:exon_2
chr10	exon	21171548	21171837	-	LOC_Os10g39620.5:exon_3
chr10	exon	21171213	21171457	-	LOC_Os10g39620.5:exon_4
chr10	exon	21171080	21171108	-	LOC_Os10g39620.5:exon_5
chr10	exon	21169334	21170288	-	LOC_Os10g39620.5:exon_6
chr10	five_prime_UTR	21174419	21174587	-	LOC_Os10g39620.5:utr_4
chr10	CDS	21174154	21174418	-	LOC_Os10g39620.5:cds_1
chr10	CDS	21171915	21172643	-	LOC_Os10g39620.5:cds_2
chr10	CDS	21171548	21171837	-	LOC_Os10g39620.5:cds_3
chr10	CDS	21171311	21171457	-	LOC_Os10g39620.5:cds_4
chr10	three_prime_UTR	21171213	21171310	-	LOC_Os10g39620.5:utr_3
chr10	three_prime_UTR	21171080	21171108	-	LOC_Os10g39620.5:utr_2
chr10	three_prime_UTR	21169334	21170288	-	LOC_Os10g39620.5:utr_1
chr10	mRNA	21169334	21174587	-	LOC_Os10g39620.6
chr10	exon	21174154	21174587	-	LOC_Os10g39620.6:exon_1
chr10	exon	21171915	21172643	-	LOC_Os10g39620.6:exon_2
chr10	exon	21171548	21171837	-	LOC_Os10g39620.6:exon_3
chr10	exon	21171080	21171457	-	LOC_Os10g39620.6:exon_4
chr10	exon	21170196	21170288	-	LOC_Os10g39620.6:exon_5
chr10	exon	21169334	21170121	-	LOC_Os10g39620.6:exon_6
chr10	five_prime_UTR	21174419	21174587	-	LOC_Os10g39620.6:utr_4
chr10	CDS	21174154	21174418	-	LOC_Os10g39620.6:cds_1
chr10	CDS	21171915	21172643	-	LOC_Os10g39620.6:cds_2
chr10	CDS	21171548	21171837	-	LOC_Os10g39620.6:cds_3
chr10	CDS	21171311	21171457	-	LOC_Os10g39620.6:cds_4
chr10	three_prime_UTR	21171080	21171310	-	LOC_Os10g39620.6:utr_3
chr10	three_prime_UTR	21170196	21170288	-	LOC_Os10g39620.6:utr_2
chr10	three_prime_UTR	21169334	21170121	-	LOC_Os10g39620.6:utr_1
chr10	mRNA	21170600	21174587	-	LOC_Os10g39620.7
chr10	exon	21174154	21174587	-	LOC_Os10g39620.7:exon_1
chr10	exon	21171915	21172643	-	LOC_Os10g39620.7:exon_2
chr10	exon	21171548	21171837	-	LOC_Os10g39620.7:exon_3
chr10	exon	21170600	21171457	-	LOC_Os10g39620.7:exon_4
chr10	five_prime_UTR	21174419	21174587	-	LOC_Os10g39620.7:utr_2
chr10	CDS	21174154	21174418	-	LOC_Os10g39620.7:cds_1
chr10	CDS	21171915	21172643	-	LOC_Os10g39620.7:cds_2
chr10	CDS	21171548	21171837	-	LOC_Os10g39620.7:cds_3
chr10	CDS	21171311	21171457	-	LOC_Os10g39620.7:cds_4
chr10	three_prime_UTR	21170600	21171310	-	LOC_Os10g39620.7:utr_1
chr10	gene	21179529	21181718	+	LOC_Os10g39640
chr10	mRNA	21179529	21181718	+	LOC_Os10g39640.1
chr10	exon	21179529	21179954	+	LOC_Os10g39640.1:exon_1
chr10	exon	21180083	21180192	+	LOC_Os10g39640.1:exon_2
chr10	exon	21180310	21180491	+	LOC_Os10g39640.1:exon_3
chr10	exon	21180695	21180830	+	LOC_Os10g39640.1:exon_4
chr10	exon	21180920	21181718	+	LOC_Os10g39640.1:exon_5
chr10	five_prime_UTR	21179529	21179803	+	LOC_Os10g39640.1:utr_1
chr10	CDS	21179804	21179954	+	LOC_Os10g39640.1:cds_1
chr10	CDS	21180083	21180192	+	LOC_Os10g39640.1:cds_2
chr10	CDS	21180310	21180491	+	LOC_Os10g39640.1:cds_3
chr10	CDS	21180695	21180830	+	LOC_Os10g39640.1:cds_4
chr10	CDS	21180920	21181168	+	LOC_Os10g39640.1:cds_5
chr10	three_prime_UTR	21181169	21181718	+	LOC_Os10g39640.1:utr_2
chr10	gene	21189674	21191281	+	LOC_Os10g39660
chr10	mRNA	21189674	21191281	+	LOC_Os10g39660.1
chr10	exon	21189674	21191281	+	LOC_Os10g39660.1:exon_1
chr10	five_prime_UTR	21189674	21189969	+	LOC_Os10g39660.1:utr_1
chr10	CDS	21189970	21190905	+	LOC_Os10g39660.1:cds_1
chr10	three_prime_UTR	21190906	21191281	+	LOC_Os10g39660.1:utr_2
chr10	gene	21199763	21204782	+	LOC_Os10g39670
chr10	mRNA	21199763	21204782	+	LOC_Os10g39670.1
chr10	exon	21199763	21200234	+	LOC_Os10g39670.1:exon_1
chr10	exon	21200393	21200528	+	LOC_Os10g39670.1:exon_2
chr10	exon	21201222	21201355	+	LOC_Os10g39670.1:exon_3
chr10	exon	21201897	21202002	+	LOC_Os10g39670.1:exon_4
chr10	exon	21202402	21202487	+	LOC_Os10g39670.1:exon_5
chr10	exon	21202823	21203011	+	LOC_Os10g39670.1:exon_6
chr10	exon	21203524	21203697	+	LOC_Os10g39670.1:exon_7
chr10	exon	21203813	21203926	+	LOC_Os10g39670.1:exon_8
chr10	exon	21204062	21204782	+	LOC_Os10g39670.1:exon_9
chr10	five_prime_UTR	21199763	21199859	+	LOC_Os10g39670.1:utr_1
chr10	CDS	21199860	21200234	+	LOC_Os10g39670.1:cds_1
chr10	CDS	21200393	21200528	+	LOC_Os10g39670.1:cds_2
chr10	CDS	21201222	21201355	+	LOC_Os10g39670.1:cds_3
chr10	CDS	21201897	21202002	+	LOC_Os10g39670.1:cds_4
chr10	CDS	21202402	21202487	+	LOC_Os10g39670.1:cds_5
chr10	CDS	21202823	21203011	+	LOC_Os10g39670.1:cds_6
chr10	CDS	21203524	21203697	+	LOC_Os10g39670.1:cds_7
chr10	CDS	21203813	21203926	+	LOC_Os10g39670.1:cds_8
chr10	CDS	21204062	21204316	+	LOC_Os10g39670.1:cds_9
chr10	three_prime_UTR	21204317	21204782	+	LOC_Os10g39670.1:utr_2
chr10	gene	21205700	21207611	+	LOC_Os10g39680
chr10	mRNA	21205700	21207611	+	LOC_Os10g39680.1
chr10	exon	21205700	21206025	+	LOC_Os10g39680.1:exon_1
chr10	exon	21206115	21206226	+	LOC_Os10g39680.1:exon_2
chr10	exon	21206978	21207611	+	LOC_Os10g39680.1:exon_3
chr10	five_prime_UTR	21205700	21205724	+	LOC_Os10g39680.1:utr_1
chr10	CDS	21205725	21206025	+	LOC_Os10g39680.1:cds_1
chr10	CDS	21206115	21206226	+	LOC_Os10g39680.1:cds_2
chr10	CDS	21206978	21207350	+	LOC_Os10g39680.1:cds_3
chr10	three_prime_UTR	21207351	21207611	+	LOC_Os10g39680.1:utr_2
chr10	gene	21208372	21209511	-	LOC_Os10g39690
chr10	mRNA	21208372	21209511	-	LOC_Os10g39690.1
chr10	exon	21208965	21209511	-	LOC_Os10g39690.1:exon_1
chr10	exon	21208650	21208771	-	LOC_Os10g39690.1:exon_2
chr10	exon	21208372	21208550	-	LOC_Os10g39690.1:exon_3
chr10	five_prime_UTR	21209372	21209511	-	LOC_Os10g39690.1:utr_1
chr10	CDS	21208965	21209371	-	LOC_Os10g39690.1:cds_1
chr10	CDS	21208650	21208771	-	LOC_Os10g39690.1:cds_2
chr10	CDS	21208372	21208550	-	LOC_Os10g39690.1:cds_3
chr10	gene	21219485	21222247	+	LOC_Os10g39700
chr10	mRNA	21219485	21222247	+	LOC_Os10g39700.1
chr10	exon	21219485	21219898	+	LOC_Os10g39700.1:exon_1
chr10	exon	21219988	21220099	+	LOC_Os10g39700.1:exon_2
chr10	exon	21221705	21222247	+	LOC_Os10g39700.1:exon_3
chr10	five_prime_UTR	21219485	21219588	+	LOC_Os10g39700.1:utr_1
chr10	CDS	21219589	21219898	+	LOC_Os10g39700.1:cds_1
chr10	CDS	21219988	21220099	+	LOC_Os10g39700.1:cds_2
chr10	CDS	21221705	21221819	+	LOC_Os10g39700.1:cds_3
chr10	three_prime_UTR	21221820	21222247	+	LOC_Os10g39700.1:utr_2
chr10	gene	21224367	21226941	+	LOC_Os10g39710
chr10	mRNA	21224367	21226941	+	LOC_Os10g39710.1
chr10	exon	21224367	21224799	+	LOC_Os10g39710.1:exon_1
chr10	exon	21225338	21225645	+	LOC_Os10g39710.1:exon_2
chr10	exon	21225722	21225854	+	LOC_Os10g39710.1:exon_3
chr10	exon	21225951	21226941	+	LOC_Os10g39710.1:exon_4
chr10	five_prime_UTR	21224367	21224415	+	LOC_Os10g39710.1:utr_1
chr10	CDS	21224416	21224799	+	LOC_Os10g39710.1:cds_1
chr10	CDS	21225338	21225645	+	LOC_Os10g39710.1:cds_2
chr10	CDS	21225722	21225854	+	LOC_Os10g39710.1:cds_3
chr10	CDS	21225951	21226235	+	LOC_Os10g39710.1:cds_4
chr10	three_prime_UTR	21226236	21226941	+	LOC_Os10g39710.1:utr_2
chr10	mRNA	21224367	21226399	+	LOC_Os10g39710.2
chr10	exon	21224367	21224799	+	LOC_Os10g39710.2:exon_1
chr10	exon	21225338	21225645	+	LOC_Os10g39710.2:exon_2
chr10	exon	21225722	21226399	+	LOC_Os10g39710.2:exon_3
chr10	five_prime_UTR	21224367	21224415	+	LOC_Os10g39710.2:utr_1
chr10	CDS	21224416	21224799	+	LOC_Os10g39710.2:cds_1
chr10	CDS	21225338	21225645	+	LOC_Os10g39710.2:cds_2
chr10	CDS	21225722	21225893	+	LOC_Os10g39710.2:cds_3
chr10	three_prime_UTR	21225894	21226399	+	LOC_Os10g39710.2:utr_2
chr10	gene	21227454	21228171	-	LOC_Os10g39720
chr10	mRNA	21227454	21228171	-	LOC_Os10g39720.1
chr10	exon	21228029	21228171	-	LOC_Os10g39720.1:exon_1
chr10	exon	21227810	21227981	-	LOC_Os10g39720.1:exon_2
chr10	exon	21227454	21227513	-	LOC_Os10g39720.1:exon_3
chr10	CDS	21228029	21228171	-	LOC_Os10g39720.1:cds_1
chr10	CDS	21227810	21227981	-	LOC_Os10g39720.1:cds_2
chr10	CDS	21227454	21227513	-	LOC_Os10g39720.1:cds_3
chr10	gene	21228774	21229772	+	LOC_Os10g39730
chr10	mRNA	21228774	21229772	+	LOC_Os10g39730.1
chr10	exon	21228774	21229772	+	LOC_Os10g39730.1:exon_1
chr10	CDS	21228774	21229772	+	LOC_Os10g39730.1:cds_1
chr10	gene	21231591	21233093	-	LOC_Os10g39740
chr10	mRNA	21231591	21233093	-	LOC_Os10g39740.1
chr10	exon	21232844	21233093	-	LOC_Os10g39740.1:exon_1
chr10	exon	21232590	21232638	-	LOC_Os10g39740.1:exon_2
chr10	exon	21231591	21232514	-	LOC_Os10g39740.1:exon_3
chr10	five_prime_UTR	21232997	21233093	-	LOC_Os10g39740.1:utr_2
chr10	CDS	21232844	21232996	-	LOC_Os10g39740.1:cds_1
chr10	CDS	21232590	21232638	-	LOC_Os10g39740.1:cds_2
chr10	CDS	21231880	21232514	-	LOC_Os10g39740.1:cds_3
chr10	three_prime_UTR	21231591	21231879	-	LOC_Os10g39740.1:utr_1
chr10	gene	21241468	21242134	+	LOC_Os10g39744
chr10	mRNA	21241468	21242134	+	LOC_Os10g39744.1
chr10	exon	21241468	21241760	+	LOC_Os10g39744.1:exon_1
chr10	exon	21241849	21242134	+	LOC_Os10g39744.1:exon_2
chr10	CDS	21241468	21241760	+	LOC_Os10g39744.1:cds_1
chr10	CDS	21241849	21242134	+	LOC_Os10g39744.1:cds_2
chr10	gene	21244724	21247082	-	LOC_Os10g39750
chr10	mRNA	21244724	21247082	-	LOC_Os10g39750.1
chr10	exon	21246383	21247082	-	LOC_Os10g39750.1:exon_1
chr10	exon	21246070	21246276	-	LOC_Os10g39750.1:exon_2
chr10	exon	21245550	21245720	-	LOC_Os10g39750.1:exon_3
chr10	exon	21244724	21245125	-	LOC_Os10g39750.1:exon_4
chr10	five_prime_UTR	21247055	21247082	-	LOC_Os10g39750.1:utr_2
chr10	CDS	21246383	21247054	-	LOC_Os10g39750.1:cds_1
chr10	CDS	21246070	21246276	-	LOC_Os10g39750.1:cds_2
chr10	CDS	21245550	21245720	-	LOC_Os10g39750.1:cds_3
chr10	CDS	21245033	21245125	-	LOC_Os10g39750.1:cds_4
chr10	three_prime_UTR	21244724	21245032	-	LOC_Os10g39750.1:utr_1
chr10	gene	21253567	21256697	+	LOC_Os10g39760
chr10	mRNA	21253567	21256697	+	LOC_Os10g39760.1
chr10	exon	21253567	21253781	+	LOC_Os10g39760.1:exon_1
chr10	exon	21254357	21254608	+	LOC_Os10g39760.1:exon_2
chr10	exon	21254696	21254839	+	LOC_Os10g39760.1:exon_3
chr10	exon	21254949	21255668	+	LOC_Os10g39760.1:exon_4
chr10	exon	21256130	21256697	+	LOC_Os10g39760.1:exon_5
chr10	five_prime_UTR	21253567	21253664	+	LOC_Os10g39760.1:utr_1
chr10	CDS	21253665	21253781	+	LOC_Os10g39760.1:cds_1
chr10	CDS	21254357	21254608	+	LOC_Os10g39760.1:cds_2
chr10	CDS	21254696	21254839	+	LOC_Os10g39760.1:cds_3
chr10	CDS	21254949	21255668	+	LOC_Os10g39760.1:cds_4
chr10	CDS	21256130	21256396	+	LOC_Os10g39760.1:cds_5
chr10	three_prime_UTR	21256397	21256697	+	LOC_Os10g39760.1:utr_2
chr10	gene	21271714	21276803	+	LOC_Os10g39770
chr10	mRNA	21271714	21276803	+	LOC_Os10g39770.1
chr10	exon	21271714	21271959	+	LOC_Os10g39770.1:exon_1
chr10	exon	21272031	21272209	+	LOC_Os10g39770.1:exon_2
chr10	exon	21273218	21273301	+	LOC_Os10g39770.1:exon_3
chr10	exon	21274010	21274177	+	LOC_Os10g39770.1:exon_4
chr10	exon	21274464	21276803	+	LOC_Os10g39770.1:exon_5
chr10	five_prime_UTR	21271714	21271811	+	LOC_Os10g39770.1:utr_1
chr10	CDS	21271812	21271959	+	LOC_Os10g39770.1:cds_1
chr10	CDS	21272031	21272209	+	LOC_Os10g39770.1:cds_2
chr10	CDS	21273218	21273301	+	LOC_Os10g39770.1:cds_3
chr10	CDS	21274010	21274177	+	LOC_Os10g39770.1:cds_4
chr10	CDS	21274464	21274586	+	LOC_Os10g39770.1:cds_5
chr10	three_prime_UTR	21274587	21276803	+	LOC_Os10g39770.1:utr_2
chr10	gene	21292884	21297500	+	LOC_Os10g39780
chr10	mRNA	21292884	21297500	+	LOC_Os10g39780.1
chr10	exon	21292884	21293550	+	LOC_Os10g39780.1:exon_1
chr10	exon	21293693	21294106	+	LOC_Os10g39780.1:exon_2
chr10	exon	21294636	21295003	+	LOC_Os10g39780.1:exon_3
chr10	exon	21295722	21295958	+	LOC_Os10g39780.1:exon_4
chr10	exon	21296892	21297500	+	LOC_Os10g39780.1:exon_5
chr10	five_prime_UTR	21292884	21293550	+	LOC_Os10g39780.1:utr_1
chr10	five_prime_UTR	21293693	21293781	+	LOC_Os10g39780.1:utr_2
chr10	CDS	21293782	21294106	+	LOC_Os10g39780.1:cds_1
chr10	CDS	21294636	21295003	+	LOC_Os10g39780.1:cds_2
chr10	CDS	21295722	21295958	+	LOC_Os10g39780.1:cds_3
chr10	CDS	21296892	21297143	+	LOC_Os10g39780.1:cds_4
chr10	three_prime_UTR	21297144	21297500	+	LOC_Os10g39780.1:utr_3
chr10	mRNA	21293597	21297500	+	LOC_Os10g39780.2
chr10	exon	21293597	21294106	+	LOC_Os10g39780.2:exon_1
chr10	exon	21294636	21295003	+	LOC_Os10g39780.2:exon_2
chr10	exon	21295722	21295958	+	LOC_Os10g39780.2:exon_3
chr10	exon	21296892	21297500	+	LOC_Os10g39780.2:exon_4
chr10	five_prime_UTR	21293597	21293781	+	LOC_Os10g39780.2:utr_1
chr10	CDS	21293782	21294106	+	LOC_Os10g39780.2:cds_1
chr10	CDS	21294636	21295003	+	LOC_Os10g39780.2:cds_2
chr10	CDS	21295722	21295958	+	LOC_Os10g39780.2:cds_3
chr10	CDS	21296892	21297143	+	LOC_Os10g39780.2:cds_4
chr10	three_prime_UTR	21297144	21297500	+	LOC_Os10g39780.2:utr_2
chr10	mRNA	21292884	21297500	+	LOC_Os10g39780.3
chr10	exon	21292884	21293550	+	LOC_Os10g39780.3:exon_1
chr10	exon	21293693	21294106	+	LOC_Os10g39780.3:exon_2
chr10	exon	21294636	21295003	+	LOC_Os10g39780.3:exon_3
chr10	exon	21295722	21295958	+	LOC_Os10g39780.3:exon_4
chr10	exon	21296903	21297500	+	LOC_Os10g39780.3:exon_5
chr10	five_prime_UTR	21292884	21293550	+	LOC_Os10g39780.3:utr_1
chr10	five_prime_UTR	21293693	21293781	+	LOC_Os10g39780.3:utr_2
chr10	CDS	21293782	21294106	+	LOC_Os10g39780.3:cds_1
chr10	CDS	21294636	21295003	+	LOC_Os10g39780.3:cds_2
chr10	CDS	21295722	21295958	+	LOC_Os10g39780.3:cds_3
chr10	CDS	21296903	21296977	+	LOC_Os10g39780.3:cds_4
chr10	three_prime_UTR	21296978	21297500	+	LOC_Os10g39780.3:utr_3
chr10	mRNA	21292884	21296250	+	LOC_Os10g39780.4
chr10	exon	21292884	21293550	+	LOC_Os10g39780.4:exon_1
chr10	exon	21293693	21294106	+	LOC_Os10g39780.4:exon_2
chr10	exon	21294636	21295003	+	LOC_Os10g39780.4:exon_3
chr10	exon	21295722	21296250	+	LOC_Os10g39780.4:exon_4
chr10	five_prime_UTR	21292884	21293550	+	LOC_Os10g39780.4:utr_1
chr10	five_prime_UTR	21293693	21293781	+	LOC_Os10g39780.4:utr_2
chr10	CDS	21293782	21294106	+	LOC_Os10g39780.4:cds_1
chr10	CDS	21294636	21295003	+	LOC_Os10g39780.4:cds_2
chr10	CDS	21295722	21296033	+	LOC_Os10g39780.4:cds_3
chr10	three_prime_UTR	21296034	21296250	+	LOC_Os10g39780.4:utr_3
chr10	gene	21298411	21301728	-	LOC_Os10g39790
chr10	mRNA	21298641	21301728	-	LOC_Os10g39790.2
chr10	exon	21301270	21301728	-	LOC_Os10g39790.2:exon_1
chr10	exon	21300738	21301183	-	LOC_Os10g39790.2:exon_2
chr10	exon	21299703	21299987	-	LOC_Os10g39790.2:exon_3
chr10	exon	21298641	21299205	-	LOC_Os10g39790.2:exon_4
chr10	five_prime_UTR	21301661	21301728	-	LOC_Os10g39790.2:utr_2
chr10	CDS	21301270	21301660	-	LOC_Os10g39790.2:cds_1
